parameter,value,text,entities,regex_extracted
BMI,38.6,BMI 38.6,"[('BMI', 'ORG'), ('38.6', 'CARDINAL')]","[('BMI', '38.6')]"
BMI,23.5,BMI 23.5,"[('23.5', 'CARDINAL')]","[('BMI', '23.5')]"
BMI,40.1,BMI 40.1,"[('BMI', 'ORG'), ('40.1', 'CARDINAL')]","[('BMI', '40.1')]"
BMI,31.3,BMI 31.3,"[('BMI', 'ORG'), ('31.3', 'CARDINAL')]","[('BMI', '31.3')]"
BMI,26.2,BMI 26.2,"[('BMI', 'ORG'), ('26.2', 'CARDINAL')]","[('BMI', '26.2')]"
BMI,33.8,BMI 33.8,"[('BMI', 'ORG'), ('33.8', 'CARDINAL')]","[('BMI', '33.8')]"
BMI,15.4,BMI 15.4,"[('BMI', 'ORG'), ('15.4', 'CARDINAL')]","[('BMI', '15.4')]"
BMI,19.3,BMI 19.3,"[('BMI', 'ORG'), ('19.3', 'CARDINAL')]","[('BMI', '19.3')]"
BMI,37.3,BMI 37.3,"[('BMI', 'ORG'), ('37.3', 'CARDINAL')]","[('BMI', '37.3')]"
BMI,22.3,BMI 22.3,"[('BMI', 'ORG'), ('22.3', 'CARDINAL')]","[('BMI', '22.3')]"
BMI,32.9,BMI 32.9,"[('32.9', 'CARDINAL')]","[('BMI', '32.9')]"
BMI,26.6,BMI 26.6,"[('BMI', 'ORG'), ('26.6', 'CARDINAL')]","[('BMI', '26.6')]"
BMI,40.6,BMI 40.6,"[('BMI', 'ORG'), ('40.6', 'CARDINAL')]","[('BMI', '40.6')]"
BMI,43.6,BMI 43.6,"[('BMI', 'ORG'), ('43.6', 'CARDINAL')]","[('BMI', '43.6')]"
BMI,41.5,BMI 41.5,"[('BMI', 'ORG'), ('41.5', 'CARDINAL')]","[('BMI', '41.5')]"
BMI,23.1,BMI 23.1,"[('23.1', 'CARDINAL')]","[('BMI', '23.1')]"
BMI,20.8,BMI 20.8,"[('20.8', 'CARDINAL')]","[('BMI', '20.8')]"
BMI,29.2,BMI 29.2,"[('BMI', 'ORG'), ('29.2', 'CARDINAL')]","[('BMI', '29.2')]"
BMI,15.2,BMI 15.2,"[('BMI', 'ORG'), ('15.2', 'CARDINAL')]","[('BMI', '15.2')]"
BMI,15.8,BMI 15.8,"[('BMI', 'ORG'), ('15.8', 'CARDINAL')]","[('BMI', '15.8')]"
BMI,31.6,BMI 31.6,"[('BMI 31.6', 'ORG')]","[('BMI', '31.6')]"
BMI,30.6,BMI 30.6,"[('BMI', 'ORG'), ('30.6', 'CARDINAL')]","[('BMI', '30.6')]"
BMI,44.8,BMI 44.8,"[('BMI', 'ORG'), ('44.8', 'CARDINAL')]","[('BMI', '44.8')]"
BMI,21.1,BMI 21.1,"[('BMI', 'ORG'), ('21.1', 'CARDINAL')]","[('BMI', '21.1')]"
BMI,22.7,BMI 22.7,"[('BMI', 'ORG'), ('22.7', 'CARDINAL')]","[('BMI', '22.7')]"
BMI,18.4,BMI 18.4,"[('BMI', 'ORG'), ('18.4', 'CARDINAL')]","[('BMI', '18.4')]"
BMI,42.5,BMI 42.5,"[('BMI', 'ORG'), ('42.5', 'CARDINAL')]","[('BMI', '42.5')]"
BMI,38.3,BMI 38.3,"[('BMI', 'ORG'), ('38.3', 'CARDINAL')]","[('BMI', '38.3')]"
BMI,39.7,BMI 39.7,"[('BMI', 'ORG'), ('39.7', 'CARDINAL')]","[('BMI', '39.7')]"
BMI,42.1,BMI 42.1,"[('BMI', 'ORG'), ('42.1', 'CARDINAL')]","[('BMI', '42.1')]"
BMI,30.7,BMI 30.7,"[('BMI', 'ORG'), ('30.7', 'CARDINAL')]","[('BMI', '30.7')]"
BMI,28.5,BMI 28.5,"[('BMI', 'ORG'), ('28.5', 'CARDINAL')]","[('BMI', '28.5')]"
BMI,24.9,BMI 24.9,"[('BMI', 'ORG'), ('24.9', 'CARDINAL')]","[('BMI', '24.9')]"
BMI,32.7,BMI 32.7,"[('BMI', 'ORG'), ('32.7', 'CARDINAL')]","[('BMI', '32.7')]"
BMI,28.6,BMI 28.6,"[('BMI', 'ORG'), ('28.6', 'CARDINAL')]","[('BMI', '28.6')]"
BMI,28.5,BMI 28.5,"[('BMI', 'ORG'), ('28.5', 'CARDINAL')]","[('BMI', '28.5')]"
BMI,43.1,BMI 43.1,"[('BMI', 'ORG')]","[('BMI', '43.1')]"
BMI,44.5,BMI 44.5,"[('BMI', 'ORG'), ('44.5', 'CARDINAL')]","[('BMI', '44.5')]"
BMI,38.9,BMI 38.9,"[('BMI', 'ORG'), ('38.9', 'CARDINAL')]","[('BMI', '38.9')]"
BMI,37.7,BMI 37.7,"[('BMI', 'ORG'), ('37.7', 'CARDINAL')]","[('BMI', '37.7')]"
BMI,35.4,BMI 35.4,"[('BMI', 'ORG'), ('35.4', 'CARDINAL')]","[('BMI', '35.4')]"
BMI,20.0,BMI 20.0,"[('BMI', 'ORG'), ('20.0', 'CARDINAL')]","[('BMI', '20.0')]"
BMI,16.8,BMI 16.8,"[('BMI', 'ORG'), ('16.8', 'CARDINAL')]","[('BMI', '16.8')]"
BMI,35.7,BMI 35.7,"[('BMI', 'ORG'), ('35.7', 'CARDINAL')]","[('BMI', '35.7')]"
BMI,36.9,BMI 36.9,"[('BMI', 'ORG'), ('36.9', 'CARDINAL')]","[('BMI', '36.9')]"
BMI,16.4,BMI 16.4,"[('BMI', 'ORG'), ('16.4', 'CARDINAL')]","[('BMI', '16.4')]"
BMI,42.8,BMI 42.8,"[('BMI', 'ORG'), ('42.8', 'CARDINAL')]","[('BMI', '42.8')]"
BMI,17.7,BMI 17.7,"[('BMI', 'ORG'), ('17.7', 'CARDINAL')]","[('BMI', '17.7')]"
BMI,23.6,BMI 23.6,"[('BMI', 'ORG'), ('23.6', 'CARDINAL')]","[('BMI', '23.6')]"
BMI,35.2,BMI 35.2,"[('BMI', 'ORG'), ('35.2', 'CARDINAL')]","[('BMI', '35.2')]"
BMI,20.1,BMI 20.1,"[('BMI', 'ORG'), ('20.1', 'CARDINAL')]","[('BMI', '20.1')]"
BMI,16.7,BMI 16.7,"[('BMI', 'ORG'), ('16.7', 'CARDINAL')]","[('BMI', '16.7')]"
BMI,24.9,BMI 24.9,"[('BMI', 'ORG'), ('24.9', 'CARDINAL')]","[('BMI', '24.9')]"
BMI,38.0,BMI 38.0,"[('BMI', 'ORG'), ('38.0', 'CARDINAL')]","[('BMI', '38.0')]"
BMI,27.4,BMI 27.4,"[('BMI', 'ORG'), ('27.4', 'CARDINAL')]","[('BMI', '27.4')]"
BMI,34.6,BMI 34.6,"[('BMI', 'ORG'), ('34.6', 'CARDINAL')]","[('BMI', '34.6')]"
BMI,32.4,BMI 32.4,"[('BMI', 'ORG'), ('32.4', 'CARDINAL')]","[('BMI', '32.4')]"
BMI,15.7,BMI 15.7,"[('BMI', 'ORG'), ('15.7', 'CARDINAL')]","[('BMI', '15.7')]"
BMI,44.7,BMI 44.7,"[('BMI', 'ORG'), ('44.7', 'CARDINAL')]","[('BMI', '44.7')]"
BMI,16.2,BMI 16.2,"[('BMI', 'ORG'), ('16.2', 'CARDINAL')]","[('BMI', '16.2')]"
BMI,44.0,BMI 44.0,"[('BMI', 'ORG'), ('44.0', 'CARDINAL')]","[('BMI', '44.0')]"
BMI,31.5,BMI 31.5,"[('BMI', 'ORG'), ('31.5', 'CARDINAL')]","[('BMI', '31.5')]"
BMI,43.9,BMI 43.9,"[('BMI', 'ORG'), ('43.9', 'CARDINAL')]","[('BMI', '43.9')]"
BMI,18.4,BMI 18.4,"[('BMI', 'ORG'), ('18.4', 'CARDINAL')]","[('BMI', '18.4')]"
BMI,29.7,BMI 29.7,"[('BMI', 'ORG'), ('29.7', 'CARDINAL')]","[('BMI', '29.7')]"
BMI,20.1,BMI 20.1,"[('BMI', 'ORG'), ('20.1', 'CARDINAL')]","[('BMI', '20.1')]"
BMI,16.5,BMI 16.5,"[('16.5', 'CARDINAL')]","[('BMI', '16.5')]"
BMI,33.5,BMI 33.5,"[('BMI', 'ORG'), ('33.5', 'CARDINAL')]","[('BMI', '33.5')]"
BMI,21.2,BMI 21.2,"[('BMI', 'ORG'), ('21.2', 'CARDINAL')]","[('BMI', '21.2')]"
BMI,32.6,BMI 32.6,"[('BMI', 'ORG'), ('32.6', 'CARDINAL')]","[('BMI', '32.6')]"
BMI,18.4,BMI 18.4,"[('BMI', 'ORG'), ('18.4', 'CARDINAL')]","[('BMI', '18.4')]"
BMI,25.0,BMI 25.0,"[('BMI', 'ORG'), ('25.0', 'CARDINAL')]","[('BMI', '25.0')]"
BMI,38.4,BMI 38.4,"[('BMI 38.4', 'ORG')]","[('BMI', '38.4')]"
BMI,28.1,BMI 28.1,"[('BMI', 'ORG'), ('28.1', 'CARDINAL')]","[('BMI', '28.1')]"
BMI,33.8,BMI 33.8,"[('BMI', 'ORG'), ('33.8', 'CARDINAL')]","[('BMI', '33.8')]"
BMI,34.4,BMI 34.4,"[('BMI', 'ORG'), ('34.4', 'CARDINAL')]","[('BMI', '34.4')]"
BMI,40.3,BMI 40.3,"[('BMI', 'ORG'), ('40.3', 'CARDINAL')]","[('BMI', '40.3')]"
BMI,24.7,BMI 24.7,"[('BMI', 'ORG'), ('24.7', 'CARDINAL')]","[('BMI', '24.7')]"
BMI,35.6,BMI 35.6,"[('BMI', 'ORG'), ('35.6', 'CARDINAL')]","[('BMI', '35.6')]"
BMI,43.8,BMI 43.8,"[('BMI', 'ORG')]","[('BMI', '43.8')]"
BMI,36.9,BMI 36.9,"[('BMI', 'ORG'), ('36.9', 'CARDINAL')]","[('BMI', '36.9')]"
BMI,29.7,BMI 29.7,"[('BMI', 'ORG'), ('29.7', 'CARDINAL')]","[('BMI', '29.7')]"
BMI,33.9,BMI 33.9,"[('BMI', 'ORG'), ('33.9', 'CARDINAL')]","[('BMI', '33.9')]"
BMI,37.2,BMI 37.2,"[('BMI', 'ORG'), ('37.2', 'CARDINAL')]","[('BMI', '37.2')]"
BMI,33.4,BMI 33.4,"[('33.4', 'CARDINAL')]","[('BMI', '33.4')]"
BMI,15.5,BMI 15.5,"[('BMI', 'ORG'), ('15.5', 'CARDINAL')]","[('BMI', '15.5')]"
BMI,20.8,BMI 20.8,"[('20.8', 'CARDINAL')]","[('BMI', '20.8')]"
BMI,39.3,BMI 39.3,"[('BMI', 'ORG'), ('39.3', 'CARDINAL')]","[('BMI', '39.3')]"
BMI,23.2,BMI 23.2,"[('BMI', 'ORG'), ('23.2', 'CARDINAL')]","[('BMI', '23.2')]"
BMI,36.9,BMI 36.9,"[('BMI', 'ORG'), ('36.9', 'CARDINAL')]","[('BMI', '36.9')]"
BMI,26.2,BMI 26.2,"[('BMI', 'ORG'), ('26.2', 'CARDINAL')]","[('BMI', '26.2')]"
BMI,30.7,BMI 30.7,"[('BMI', 'ORG'), ('30.7', 'CARDINAL')]","[('BMI', '30.7')]"
BMI,17.0,BMI 17.0,"[('BMI', 'ORG'), ('17.0', 'CARDINAL')]","[('BMI', '17.0')]"
BMI,20.4,BMI 20.4,"[('BMI', 'ORG'), ('20.4', 'CARDINAL')]","[('BMI', '20.4')]"
BMI,43.7,BMI 43.7,"[('BMI', 'ORG')]","[('BMI', '43.7')]"
BMI,41.7,BMI 41.7,"[('BMI', 'ORG'), ('41.7', 'CARDINAL')]","[('BMI', '41.7')]"
BMI,34.6,BMI 34.6,"[('BMI', 'ORG'), ('34.6', 'CARDINAL')]","[('BMI', '34.6')]"
BMI,28.8,BMI 28.8,"[('BMI', 'ORG'), ('28.8', 'CARDINAL')]","[('BMI', '28.8')]"
BMI,35.3,BMI 35.3,"[('BMI', 'ORG'), ('35.3', 'CARDINAL')]","[('BMI', '35.3')]"
BMI,33.6,BMI 33.6,"[('BMI', 'ORG'), ('33.6', 'CARDINAL')]","[('BMI', '33.6')]"
BMI,32.1,BMI 32.1,"[('BMI', 'ORG'), ('32.1', 'CARDINAL')]","[('BMI', '32.1')]"
BMI,16.8,BMI 16.8,"[('BMI', 'ORG'), ('16.8', 'CARDINAL')]","[('BMI', '16.8')]"
BMI,34.0,BMI 34.0,"[('BMI', 'ORG'), ('34.0', 'CARDINAL')]","[('BMI', '34.0')]"
BMI,38.1,BMI 38.1,"[('BMI', 'ORG'), ('38.1', 'CARDINAL')]","[('BMI', '38.1')]"
BMI,44.8,BMI 44.8,"[('BMI', 'ORG'), ('44.8', 'CARDINAL')]","[('BMI', '44.8')]"
BMI,15.3,BMI 15.3,"[('BMI', 'ORG'), ('15.3', 'CARDINAL')]","[('BMI', '15.3')]"
BMI,36.9,BMI 36.9,"[('BMI', 'ORG'), ('36.9', 'CARDINAL')]","[('BMI', '36.9')]"
BMI,32.2,BMI 32.2,"[('BMI', 'ORG'), ('32.2', 'CARDINAL')]","[('BMI', '32.2')]"
BMI,28.0,BMI 28.0,"[('BMI', 'ORG'), ('28.0', 'CARDINAL')]","[('BMI', '28.0')]"
BMI,18.8,BMI 18.8,"[('18.8', 'CARDINAL')]","[('BMI', '18.8')]"
BMI,27.3,BMI 27.3,"[('BMI', 'ORG'), ('27.3', 'CARDINAL')]","[('BMI', '27.3')]"
BMI,25.6,BMI 25.6,"[('25.6', 'CARDINAL')]","[('BMI', '25.6')]"
BMI,24.1,BMI 24.1,"[('BMI', 'ORG'), ('24.1', 'CARDINAL')]","[('BMI', '24.1')]"
BMI,36.9,BMI 36.9,"[('BMI', 'ORG'), ('36.9', 'CARDINAL')]","[('BMI', '36.9')]"
BMI,36.0,BMI 36.0,"[('BMI', 'ORG'), ('36.0', 'CARDINAL')]","[('BMI', '36.0')]"
BMI,32.7,BMI 32.7,"[('BMI', 'ORG'), ('32.7', 'CARDINAL')]","[('BMI', '32.7')]"
BMI,43.2,BMI 43.2,"[('BMI', 'ORG'), ('43.2', 'CARDINAL')]","[('BMI', '43.2')]"
BMI,25.5,BMI 25.5,"[('BMI', 'ORG'), ('25.5', 'CARDINAL')]","[('BMI', '25.5')]"
BMI,22.3,BMI 22.3,"[('BMI', 'ORG'), ('22.3', 'CARDINAL')]","[('BMI', '22.3')]"
BMI,34.7,BMI 34.7,"[('BMI', 'ORG'), ('34.7', 'CARDINAL')]","[('BMI', '34.7')]"
BMI,21.0,BMI 21.0,"[('BMI', 'ORG'), ('21.0', 'CARDINAL')]","[('BMI', '21.0')]"
BMI,24.5,BMI 24.5,"[('BMI', 'ORG'), ('24.5', 'CARDINAL')]","[('BMI', '24.5')]"
BMI,21.7,BMI 21.7,"[('BMI', 'ORG'), ('21.7', 'CARDINAL')]","[('BMI', '21.7')]"
BMI,17.1,BMI 17.1,"[('BMI', 'ORG'), ('17.1', 'CARDINAL')]","[('BMI', '17.1')]"
BMI,39.8,BMI 39.8,"[('BMI', 'ORG'), ('39.8', 'CARDINAL')]","[('BMI', '39.8')]"
BMI,22.6,BMI 22.6,"[('BMI', 'ORG'), ('22.6', 'CARDINAL')]","[('BMI', '22.6')]"
BMI,29.2,BMI 29.2,"[('BMI', 'ORG'), ('29.2', 'CARDINAL')]","[('BMI', '29.2')]"
BMI,16.3,BMI 16.3,"[('BMI', 'ORG'), ('16.3', 'CARDINAL')]","[('BMI', '16.3')]"
BMI,36.0,BMI 36.0,"[('BMI', 'ORG'), ('36.0', 'CARDINAL')]","[('BMI', '36.0')]"
BMI,24.9,BMI 24.9,"[('BMI', 'ORG'), ('24.9', 'CARDINAL')]","[('BMI', '24.9')]"
BMI,37.3,BMI 37.3,"[('BMI', 'ORG'), ('37.3', 'CARDINAL')]","[('BMI', '37.3')]"
BMI,27.4,BMI 27.4,"[('BMI', 'ORG'), ('27.4', 'CARDINAL')]","[('BMI', '27.4')]"
BMI,20.9,BMI 20.9,"[('BMI', 'ORG'), ('20.9', 'CARDINAL')]","[('BMI', '20.9')]"
BMI,30.4,BMI 30.4,"[('BMI', 'ORG'), ('30.4', 'CARDINAL')]","[('BMI', '30.4')]"
BMI,18.9,BMI 18.9,"[('BMI', 'ORG'), ('18.9', 'CARDINAL')]","[('BMI', '18.9')]"
BMI,28.2,BMI 28.2,"[('BMI', 'ORG'), ('28.2', 'CARDINAL')]","[('BMI', '28.2')]"
BMI,24.5,BMI 24.5,"[('BMI', 'ORG'), ('24.5', 'CARDINAL')]","[('BMI', '24.5')]"
BMI,42.4,BMI 42.4,"[('BMI', 'ORG'), ('42.4', 'CARDINAL')]","[('BMI', '42.4')]"
BMI,16.8,BMI 16.8,"[('BMI', 'ORG'), ('16.8', 'CARDINAL')]","[('BMI', '16.8')]"
BMI,35.8,BMI 35.8,"[('BMI', 'ORG'), ('35.8', 'CARDINAL')]","[('BMI', '35.8')]"
BMI,20.5,BMI 20.5,"[('20.5', 'CARDINAL')]","[('BMI', '20.5')]"
BMI,24.6,BMI 24.6,"[('BMI', 'ORG')]","[('BMI', '24.6')]"
BMI,27.5,BMI 27.5,"[('BMI', 'ORG'), ('27.5', 'CARDINAL')]","[('BMI', '27.5')]"
BMI,42.2,BMI 42.2,"[('BMI', 'ORG'), ('42.2', 'CARDINAL')]","[('BMI', '42.2')]"
BMI,22.3,BMI 22.3,"[('BMI', 'ORG'), ('22.3', 'CARDINAL')]","[('BMI', '22.3')]"
BMI,17.7,BMI 17.7,"[('BMI', 'ORG'), ('17.7', 'CARDINAL')]","[('BMI', '17.7')]"
BMI,24.6,BMI 24.6,"[('BMI', 'ORG')]","[('BMI', '24.6')]"
BMI,18.1,BMI 18.1,"[('BMI', 'ORG'), ('18.1', 'CARDINAL')]","[('BMI', '18.1')]"
BMI,18.9,BMI 18.9,"[('BMI', 'ORG'), ('18.9', 'CARDINAL')]","[('BMI', '18.9')]"
BMI,32.2,BMI 32.2,"[('BMI', 'ORG'), ('32.2', 'CARDINAL')]","[('BMI', '32.2')]"
BMI,16.8,BMI 16.8,"[('BMI', 'ORG'), ('16.8', 'CARDINAL')]","[('BMI', '16.8')]"
BMI,15.9,BMI 15.9,"[('BMI', 'ORG'), ('15.9', 'CARDINAL')]","[('BMI', '15.9')]"
BMI,36.4,BMI 36.4,"[('BMI', 'ORG'), ('36.4', 'CARDINAL')]","[('BMI', '36.4')]"
BMI,25.8,BMI 25.8,"[('BMI 25.8', 'ORG')]","[('BMI', '25.8')]"
BMI,18.8,BMI 18.8,"[('18.8', 'CARDINAL')]","[('BMI', '18.8')]"
BMI,22.6,BMI 22.6,"[('BMI', 'ORG'), ('22.6', 'CARDINAL')]","[('BMI', '22.6')]"
BMI,34.3,BMI 34.3,"[('BMI', 'ORG'), ('34.3', 'CARDINAL')]","[('BMI', '34.3')]"
BMI,23.3,BMI 23.3,"[('BMI', 'ORG'), ('23.3', 'CARDINAL')]","[('BMI', '23.3')]"
BMI,29.8,BMI 29.8,"[('BMI', 'ORG'), ('29.8', 'CARDINAL')]","[('BMI', '29.8')]"
BMI,18.7,BMI 18.7,"[('BMI', 'ORG'), ('18.7', 'CARDINAL')]","[('BMI', '18.7')]"
BMI,32.6,BMI 32.6,"[('BMI', 'ORG'), ('32.6', 'CARDINAL')]","[('BMI', '32.6')]"
BMI,24.5,BMI 24.5,"[('BMI', 'ORG'), ('24.5', 'CARDINAL')]","[('BMI', '24.5')]"
BMI,33.8,BMI 33.8,"[('BMI', 'ORG'), ('33.8', 'CARDINAL')]","[('BMI', '33.8')]"
BMI,39.3,BMI 39.3,"[('BMI', 'ORG'), ('39.3', 'CARDINAL')]","[('BMI', '39.3')]"
BMI,33.3,BMI 33.3,"[('BMI', 'ORG'), ('33.3', 'CARDINAL')]","[('BMI', '33.3')]"
BMI,23.9,BMI 23.9,"[('BMI', 'ORG'), ('23.9', 'CARDINAL')]","[('BMI', '23.9')]"
BMI,22.7,BMI 22.7,"[('BMI', 'ORG'), ('22.7', 'CARDINAL')]","[('BMI', '22.7')]"
BMI,24.8,BMI 24.8,"[('BMI', 'ORG'), ('24.8', 'CARDINAL')]","[('BMI', '24.8')]"
BMI,19.9,BMI 19.9,"[('BMI', 'ORG'), ('19.9', 'CARDINAL')]","[('BMI', '19.9')]"
BMI,20.4,BMI 20.4,"[('BMI', 'ORG'), ('20.4', 'CARDINAL')]","[('BMI', '20.4')]"
BMI,38.7,BMI 38.7,"[('BMI 38.7', 'ORG')]","[('BMI', '38.7')]"
BMI,26.5,BMI 26.5,"[('BMI', 'ORG'), ('26.5', 'CARDINAL')]","[('BMI', '26.5')]"
BMI,28.1,BMI 28.1,"[('BMI', 'ORG'), ('28.1', 'CARDINAL')]","[('BMI', '28.1')]"
BMI,32.8,BMI 32.8,"[('BMI', 'ORG'), ('32.8', 'CARDINAL')]","[('BMI', '32.8')]"
BMI,32.7,BMI 32.7,"[('BMI', 'ORG'), ('32.7', 'CARDINAL')]","[('BMI', '32.7')]"
BMI,17.0,BMI 17.0,"[('BMI', 'ORG'), ('17.0', 'CARDINAL')]","[('BMI', '17.0')]"
BMI,39.9,BMI 39.9,"[('BMI', 'ORG'), ('39.9', 'CARDINAL')]","[('BMI', '39.9')]"
BMI,20.3,BMI 20.3,"[('BMI', 'ORG'), ('20.3', 'CARDINAL')]","[('BMI', '20.3')]"
BMI,36.7,BMI 36.7,"[('BMI', 'ORG'), ('36.7', 'CARDINAL')]","[('BMI', '36.7')]"
BMI,38.2,BMI 38.2,"[('BMI', 'ORG'), ('38.2', 'CARDINAL')]","[('BMI', '38.2')]"
BMI,36.4,BMI 36.4,"[('BMI', 'ORG'), ('36.4', 'CARDINAL')]","[('BMI', '36.4')]"
BMI,32.4,BMI 32.4,"[('BMI', 'ORG'), ('32.4', 'CARDINAL')]","[('BMI', '32.4')]"
BMI,15.4,BMI 15.4,"[('BMI', 'ORG'), ('15.4', 'CARDINAL')]","[('BMI', '15.4')]"
BMI,25.8,BMI 25.8,"[('BMI 25.8', 'ORG')]","[('BMI', '25.8')]"
BMI,33.1,BMI 33.1,"[('BMI', 'ORG'), ('33.1', 'CARDINAL')]","[('BMI', '33.1')]"
BMI,26.6,BMI 26.6,"[('BMI', 'ORG'), ('26.6', 'CARDINAL')]","[('BMI', '26.6')]"
BMI,40.9,BMI 40.9,"[('BMI', 'ORG'), ('40.9', 'CARDINAL')]","[('BMI', '40.9')]"
BMI,24.3,BMI 24.3,"[('BMI', 'ORG'), ('24.3', 'CARDINAL')]","[('BMI', '24.3')]"
BMI,23.8,BMI 23.8,"[('BMI', 'ORG'), ('23.8', 'CARDINAL')]","[('BMI', '23.8')]"
BMI,23.0,BMI 23.0,"[('23.0', 'CARDINAL')]","[('BMI', '23.0')]"
BMI,25.0,BMI 25.0,"[('BMI', 'ORG'), ('25.0', 'CARDINAL')]","[('BMI', '25.0')]"
BMI,31.7,BMI 31.7,"[('BMI', 'ORG'), ('31.7', 'CARDINAL')]","[('BMI', '31.7')]"
BMI,36.2,BMI 36.2,"[('BMI', 'ORG'), ('36.2', 'CARDINAL')]","[('BMI', '36.2')]"
BMI,34.9,BMI 34.9,"[('BMI', 'ORG'), ('34.9', 'CARDINAL')]","[('BMI', '34.9')]"
BMI,39.2,BMI 39.2,"[('BMI', 'ORG'), ('39.2', 'CARDINAL')]","[('BMI', '39.2')]"
BMI,41.6,BMI 41.6,"[('BMI', 'ORG'), ('41.6', 'CARDINAL')]","[('BMI', '41.6')]"
BMI,39.5,BMI 39.5,"[('BMI', 'ORG'), ('39.5', 'CARDINAL')]","[('BMI', '39.5')]"
BMI,15.6,BMI 15.6,"[('BMI', 'ORG'), ('15.6', 'CARDINAL')]","[('BMI', '15.6')]"
BMI,37.1,BMI 37.1,"[('BMI', 'ORG'), ('37.1', 'CARDINAL')]","[('BMI', '37.1')]"
BMI,21.3,BMI 21.3,"[('BMI', 'ORG'), ('21.3', 'CARDINAL')]","[('BMI', '21.3')]"
BMI,19.0,BMI 19.0,"[('BMI', 'ORG'), ('19.0', 'CARDINAL')]","[('BMI', '19.0')]"
BMI,34.2,BMI 34.2,"[('BMI', 'ORG'), ('34.2', 'CARDINAL')]","[('BMI', '34.2')]"
BMI,24.6,BMI 24.6,"[('BMI', 'ORG')]","[('BMI', '24.6')]"
BMI,16.7,BMI 16.7,"[('BMI', 'ORG'), ('16.7', 'CARDINAL')]","[('BMI', '16.7')]"
BMI,19.1,BMI 19.1,"[('BMI', 'ORG'), ('19.1', 'CARDINAL')]","[('BMI', '19.1')]"
BMI,15.0,BMI 15.0,"[('BMI', 'ORG'), ('15.0', 'CARDINAL')]","[('BMI', '15.0')]"
BMI,42.1,BMI 42.1,"[('BMI', 'ORG'), ('42.1', 'CARDINAL')]","[('BMI', '42.1')]"
BMI,15.7,BMI 15.7,"[('BMI', 'ORG'), ('15.7', 'CARDINAL')]","[('BMI', '15.7')]"
BMI,21.3,BMI 21.3,"[('BMI', 'ORG'), ('21.3', 'CARDINAL')]","[('BMI', '21.3')]"
BMI,27.5,BMI 27.5,"[('BMI', 'ORG'), ('27.5', 'CARDINAL')]","[('BMI', '27.5')]"
BMI,25.7,BMI 25.7,"[('BMI', 'ORG'), ('25.7', 'CARDINAL')]","[('BMI', '25.7')]"
BMI,42.4,BMI 42.4,"[('BMI', 'ORG'), ('42.4', 'CARDINAL')]","[('BMI', '42.4')]"
BMI,16.2,BMI 16.2,"[('BMI', 'ORG'), ('16.2', 'CARDINAL')]","[('BMI', '16.2')]"
BMI,30.4,BMI 30.4,"[('BMI', 'ORG'), ('30.4', 'CARDINAL')]","[('BMI', '30.4')]"
BMI,35.4,BMI 35.4,"[('BMI', 'ORG'), ('35.4', 'CARDINAL')]","[('BMI', '35.4')]"
BMI,43.0,BMI 43.0,"[('BMI', 'ORG'), ('43.0', 'CARDINAL')]","[('BMI', '43.0')]"
BMI,33.6,BMI 33.6,"[('BMI', 'ORG'), ('33.6', 'CARDINAL')]","[('BMI', '33.6')]"
BMI,39.1,BMI 39.1,"[('BMI', 'ORG'), ('39.1', 'CARDINAL')]","[('BMI', '39.1')]"
BMI,17.5,BMI 17.5,"[('BMI', 'ORG'), ('17.5', 'CARDINAL')]","[('BMI', '17.5')]"
BMI,26.6,BMI 26.6,"[('BMI', 'ORG'), ('26.6', 'CARDINAL')]","[('BMI', '26.6')]"
BMI,26.2,BMI 26.2,"[('BMI', 'ORG'), ('26.2', 'CARDINAL')]","[('BMI', '26.2')]"
BMI,41.6,BMI 41.6,"[('BMI', 'ORG'), ('41.6', 'CARDINAL')]","[('BMI', '41.6')]"
BMI,19.5,BMI 19.5,"[('BMI', 'ORG'), ('19.5', 'CARDINAL')]","[('BMI', '19.5')]"
BMI,19.6,BMI 19.6,"[('BMI', 'ORG'), ('19.6', 'CARDINAL')]","[('BMI', '19.6')]"
BMI,24.9,BMI 24.9,"[('BMI', 'ORG'), ('24.9', 'CARDINAL')]","[('BMI', '24.9')]"
BMI,16.6,BMI 16.6,"[('BMI', 'ORG'), ('16.6', 'CARDINAL')]","[('BMI', '16.6')]"
BMI,20.5,BMI 20.5,"[('20.5', 'CARDINAL')]","[('BMI', '20.5')]"
BMI,44.0,BMI 44.0,"[('BMI', 'ORG'), ('44.0', 'CARDINAL')]","[('BMI', '44.0')]"
BMI,27.8,BMI 27.8,"[('BMI', 'ORG'), ('27.8', 'CARDINAL')]","[('BMI', '27.8')]"
BMI,34.0,BMI 34.0,"[('BMI', 'ORG'), ('34.0', 'CARDINAL')]","[('BMI', '34.0')]"
BMI,36.8,BMI 36.8,"[('BMI', 'ORG'), ('36.8', 'CARDINAL')]","[('BMI', '36.8')]"
BMI,26.0,BMI 26.0,"[('26.0', 'CARDINAL')]","[('BMI', '26.0')]"
BMI,19.4,BMI 19.4,"[('BMI', 'ORG'), ('19.4', 'CARDINAL')]","[('BMI', '19.4')]"
BMI,21.2,BMI 21.2,"[('BMI', 'ORG'), ('21.2', 'CARDINAL')]","[('BMI', '21.2')]"
